date,temperature,humidity,luminosity
2019-12-11 15:02:21.546,AA04,"22.3,32.8",258
2019-12-11 15:02:23.820,AA04,"22.2,32.8",261
2019-12-11 15:02:26.094,AA04,"22.2,32.8",261
2019-12-11 15:02:28.367,AA04,"22.2,32.9",261
2019-12-11 15:02:30.640,AA04,"22.2,33.0",258
2019-12-11 15:02:32.918,AA04,"22.3,33.3",258
2019-12-11 15:02:35.191,AA04,"22.2,33.2",260
2019-12-11 15:02:37.464,AA04,"22.2,33.2",261
2019-12-11 15:02:39.738,AA04,"22.2,33.1",261
2019-12-11 15:02:42.014,AA04,"22.2,33.0",258
2019-12-11 15:02:44.287,AA04,"22.2,33.0",261
2019-12-11 15:02:46.561,AA04,"22.2,33.0",260
2019-12-11 15:02:48.834,AA04,"22.2,33.1",263
2019-12-11 15:02:51.107,AA04,"22.2,33.2",261
2019-12-11 15:02:53.384,AA04,"22.2,33.2",263
2019-12-11 15:02:55.657,AA04,"22.2,33.2",261
2019-12-11 15:02:57.930,AA04,"22.3,33.4",260
2019-12-11 15:03:00.204,AA04,"22.2,33.4",261
2019-12-11 15:03:02.481,AA04,"22.2,33.5",261
2019-12-11 15:03:04.754,AA04,"22.2,33.5",260
2019-12-11 15:03:07.028,AA04,"22.2,33.6",260
2019-12-11 15:03:09.301,AA04,"22.2,33.5",260
2019-12-11 15:03:11.577,AA04,"22.2,33.5",261
2019-12-11 15:03:13.850,AA04,"22.2,33.3",260
2019-12-11 15:03:16.124,AA04,"22.2,33.3",260
2019-12-11 15:03:18.397,AA04,"22.2,33.2",260
2019-12-11 15:03:20.671,AA04,"22.2,33.1",256
2019-12-11 15:03:22.948,AA04,"22.2,33.0",260
2019-12-11 15:03:25.220,AA04,"22.2,32.8",263
2019-12-11 15:03:27.495,AA04,"22.2,32.8",260
2019-12-11 15:03:29.767,AA04,"22.2,32.7",263
2019-12-11 15:03:32.041,AA04,"22.2,32.7",263
2019-12-11 15:03:34.319,AA04,"22.2,32.7",263
2019-12-11 15:03:36.592,AA04,"22.2,32.6",263
2019-12-11 15:03:38.865,AA04,"22.2,32.5",261
2019-12-11 15:03:41.139,AA04,"22.2,32.4",261
